period,respondent,respondent-name,fueltype,type-name,value,value-units,total
2021-01-28T11,CAL,California,SUN,Solar,-24,megawatthours,15272
2021-01-28T11,CAL,California,WND,Wind,953,megawatthours,15272
2021-01-28T10,CAL,California,SUN,Solar,-23,megawatthours,15258
2021-01-28T10,CAL,California,WND,Wind,1041,megawatthours,15258
2021-01-28T09,CAL,California,SUN,Solar,-22,megawatthours,15428
2021-01-28T09,CAL,California,WND,Wind,999,megawatthours,15428
2021-01-28T08,CAL,California,SUN,Solar,-23,megawatthours,16039
2021-01-28T08,CAL,California,WND,Wind,986,megawatthours,16039
2021-01-28T07,CAL,California,SUN,Solar,-17,megawatthours,17068
2021-01-28T07,CAL,California,WND,Wind,870,megawatthours,17068
2021-01-28T06,CAL,California,SUN,Solar,11,megawatthours,18651
2021-01-28T06,CAL,California,WND,Wind,1088,megawatthours,18651
2021-01-28T05,CAL,California,SUN,Solar,12,megawatthours,19620
2021-01-28T05,CAL,California,WND,Wind,1144,megawatthours,19620
2021-01-28T04,CAL,California,SUN,Solar,12,megawatthours,20738
2021-01-28T04,CAL,California,WND,Wind,1383,megawatthours,20738
2021-01-28T03,CAL,California,SUN,Solar,12,megawatthours,21929
2021-01-28T03,CAL,California,WND,Wind,1556,megawatthours,21929
2021-01-28T02,CAL,California,SUN,Solar,9,megawatthours,22801
2021-01-28T02,CAL,California,WND,Wind,1893,megawatthours,22801
2021-01-28T01,CAL,California,SUN,Solar,104,megawatthours,21138
2021-01-28T01,CAL,California,WND,Wind,1791,megawatthours,21138
2021-01-28T00,CAL,California,SUN,Solar,2198,megawatthours,20533
2021-01-28T00,CAL,California,WND,Wind,1909,megawatthours,20533
2021-01-27T23,CAL,California,SUN,Solar,4522,megawatthours,21290
2021-01-27T23,CAL,California,WND,Wind,1814,megawatthours,21290
2021-01-27T22,CAL,California,SUN,Solar,5045,megawatthours,21890
2021-01-27T22,CAL,California,WND,Wind,1588,megawatthours,21890
2021-01-27T21,CAL,California,SUN,Solar,5418,megawatthours,22100
2021-01-27T21,CAL,California,WND,Wind,1598,megawatthours,22100
2021-01-27T20,CAL,California,SUN,Solar,5378,megawatthours,21996
2021-01-27T20,CAL,California,WND,Wind,1409,megawatthours,21996
2021-01-27T19,CAL,California,SUN,Solar,5883,megawatthours,22215
2021-01-27T19,CAL,California,WND,Wind,1454,megawatthours,22215
2021-01-27T18,CAL,California,SUN,Solar,4921,megawatthours,22107
2021-01-27T18,CAL,California,WND,Wind,1345,megawatthours,22107
2021-01-27T17,CAL,California,SUN,Solar,3823,megawatthours,22309
2021-01-27T17,CAL,California,WND,Wind,1467,megawatthours,22309
2021-01-27T16,CAL,California,SUN,Solar,2256,megawatthours,21945
2021-01-27T16,CAL,California,WND,Wind,1652,megawatthours,21945
2021-01-27T15,CAL,California,SUN,Solar,315,megawatthours,20407
2021-01-27T15,CAL,California,WND,Wind,1531,megawatthours,20407
2021-01-27T14,CAL,California,SUN,Solar,-19,megawatthours,18835
2021-01-27T14,CAL,California,WND,Wind,2037,megawatthours,18835
2021-01-27T13,CAL,California,SUN,Solar,-17,megawatthours,17051
2021-01-27T13,CAL,California,WND,Wind,2247,megawatthours,17051
2021-01-27T12,CAL,California,SUN,Solar,-18,megawatthours,15405
2021-01-27T12,CAL,California,WND,Wind,2050,megawatthours,15405
2021-01-27T11,CAL,California,SUN,Solar,-17,megawatthours,15148
2021-01-27T11,CAL,California,WND,Wind,2128,megawatthours,15148
2021-01-27T10,CAL,California,SUN,Solar,-16,megawatthours,15317
2021-01-27T10,CAL,California,WND,Wind,1809,megawatthours,15317
2021-01-27T09,CAL,California,SUN,Solar,-17,megawatthours,15798
2021-01-27T09,CAL,California,WND,Wind,1957,megawatthours,15798
2021-01-27T08,CAL,California,SUN,Solar,-18,megawatthours,16434
2021-01-27T08,CAL,California,WND,Wind,2060,megawatthours,16434
2021-01-27T07,CAL,California,SUN,Solar,-18,megawatthours,17843
2021-01-27T07,CAL,California,WND,Wind,1960,megawatthours,17843
2021-01-27T06,CAL,California,SUN,Solar,-15,megawatthours,19515
2021-01-27T06,CAL,California,WND,Wind,1927,megawatthours,19515
2021-01-27T05,CAL,California,SUN,Solar,-15,megawatthours,21297
2021-01-27T05,CAL,California,WND,Wind,2292,megawatthours,21297
2021-01-27T04,CAL,California,SUN,Solar,-15,megawatthours,22424
2021-01-27T04,CAL,California,WND,Wind,2171,megawatthours,22424
2021-01-27T03,CAL,California,SUN,Solar,-15,megawatthours,23087
2021-01-27T03,CAL,California,WND,Wind,1871,megawatthours,23087
2021-01-27T02,CAL,California,SUN,Solar,-18,megawatthours,23831
2021-01-27T02,CAL,California,WND,Wind,1914,megawatthours,23831
2021-01-27T01,CAL,California,SUN,Solar,304,megawatthours,21198
2021-01-27T01,CAL,California,WND,Wind,1658,megawatthours,21198
2021-01-27T00,CAL,California,SUN,Solar,4107,megawatthours,21427
2021-01-27T00,CAL,California,WND,Wind,2179,megawatthours,21427
2021-01-26T23,CAL,California,SUN,Solar,8160,megawatthours,22531
2021-01-26T23,CAL,California,WND,Wind,2048,megawatthours,22531
2021-01-26T22,CAL,California,SUN,Solar,9396,megawatthours,22574
2021-01-26T22,CAL,California,WND,Wind,1874,megawatthours,22574
2021-01-26T21,CAL,California,SUN,Solar,9703,megawatthours,23030
2021-01-26T21,CAL,California,WND,Wind,2247,megawatthours,23030
2021-01-26T20,CAL,California,SUN,Solar,10111,megawatthours,23226
2021-01-26T20,CAL,California,WND,Wind,2283,megawatthours,23226
2021-01-26T19,CAL,California,SUN,Solar,10448,megawatthours,24289
2021-01-26T19,CAL,California,WND,Wind,2409,megawatthours,24289
2021-01-26T18,CAL,California,SUN,Solar,9946,megawatthours,24829
2021-01-26T18,CAL,California,WND,Wind,3023,megawatthours,24829
2021-01-26T17,CAL,California,SUN,Solar,8682,megawatthours,25123
2021-01-26T17,CAL,California,WND,Wind,3152,megawatthours,25123
2021-01-26T16,CAL,California,SUN,Solar,4467,megawatthours,24685
2021-01-26T16,CAL,California,WND,Wind,3447,megawatthours,24685
2021-01-26T15,CAL,California,SUN,Solar,276,megawatthours,22772
2021-01-26T15,CAL,California,WND,Wind,3462,megawatthours,22772
2021-01-26T14,CAL,California,SUN,Solar,-12,megawatthours,20170
2021-01-26T14,CAL,California,WND,Wind,3623,megawatthours,20170
2021-01-26T13,CAL,California,SUN,Solar,-11,megawatthours,18372
2021-01-26T13,CAL,California,WND,Wind,3558,megawatthours,18372
2021-01-26T12,CAL,California,SUN,Solar,-11,megawatthours,17128
2021-01-26T12,CAL,California,WND,Wind,3214,megawatthours,17128
2021-01-26T11,CAL,California,SUN,Solar,-10,megawatthours,16648
2021-01-26T11,CAL,California,WND,Wind,3256,megawatthours,16648
2021-01-26T10,CAL,California,SUN,Solar,-9,megawatthours,16369
2021-01-26T10,CAL,California,WND,Wind,3295,megawatthours,16369
2021-01-26T09,CAL,California,SUN,Solar,-8,megawatthours,16882
2021-01-26T09,CAL,California,WND,Wind,3453,megawatthours,16882
2021-01-26T08,CAL,California,SUN,Solar,-9,megawatthours,17603
2021-01-26T08,CAL,California,WND,Wind,3394,megawatthours,17603
2021-01-26T07,CAL,California,SUN,Solar,-8,megawatthours,18721
2021-01-26T07,CAL,California,WND,Wind,3083,megawatthours,18721
2021-01-26T06,CAL,California,SUN,Solar,-9,megawatthours,20372
2021-01-26T06,CAL,California,WND,Wind,2941,megawatthours,20372
2021-01-26T05,CAL,California,SUN,Solar,-9,megawatthours,22030
2021-01-26T05,CAL,California,WND,Wind,2689,megawatthours,22030
2021-01-26T04,CAL,California,SUN,Solar,-9,megawatthours,23127
2021-01-26T04,CAL,California,WND,Wind,2646,megawatthours,23127
2021-01-26T03,CAL,California,SUN,Solar,-9,megawatthours,24346
2021-01-26T03,CAL,California,WND,Wind,2621,megawatthours,24346
2021-01-26T02,CAL,California,SUN,Solar,-12,megawatthours,24818
2021-01-26T02,CAL,California,WND,Wind,2615,megawatthours,24818
2021-01-26T01,CAL,California,SUN,Solar,243,megawatthours,21651
2021-01-26T01,CAL,California,WND,Wind,2392,megawatthours,21651
2021-01-26T00,CAL,California,SUN,Solar,2469,megawatthours,20821
2021-01-26T00,CAL,California,WND,Wind,2866,megawatthours,20821
2021-01-25T23,CAL,California,SUN,Solar,4247,megawatthours,21214
2021-01-25T23,CAL,California,WND,Wind,3213,megawatthours,21214
2021-01-25T22,CAL,California,SUN,Solar,5618,megawatthours,22348
2021-01-25T22,CAL,California,WND,Wind,3523,megawatthours,22348
2021-01-25T21,CAL,California,SUN,Solar,6277,megawatthours,23548
2021-01-25T21,CAL,California,WND,Wind,3734,megawatthours,23548
2021-01-25T20,CAL,California,SUN,Solar,7030,megawatthours,23170
2021-01-25T20,CAL,California,WND,Wind,3698,megawatthours,23170
2021-01-25T19,CAL,California,SUN,Solar,6439,megawatthours,22732
2021-01-25T19,CAL,California,WND,Wind,3599,megawatthours,22732
2021-01-25T18,CAL,California,SUN,Solar,6047,megawatthours,23846
2021-01-25T18,CAL,California,WND,Wind,3412,megawatthours,23846
2021-01-25T17,CAL,California,SUN,Solar,4281,megawatthours,23869
2021-01-25T17,CAL,California,WND,Wind,3541,megawatthours,23869
2021-01-25T16,CAL,California,SUN,Solar,1798,megawatthours,21696
2021-01-25T16,CAL,California,WND,Wind,3322,megawatthours,21696
2021-01-25T15,CAL,California,SUN,Solar,60,megawatthours,19462
2021-01-25T15,CAL,California,WND,Wind,3432,megawatthours,19462
2021-01-25T14,CAL,California,SUN,Solar,-20,megawatthours,17360
2021-01-25T14,CAL,California,WND,Wind,3636,megawatthours,17360
2021-01-25T13,CAL,California,SUN,Solar,-20,megawatthours,15379
2021-01-25T13,CAL,California,WND,Wind,3850,megawatthours,15379
2021-01-25T12,CAL,California,SUN,Solar,-19,megawatthours,15139
2021-01-25T12,CAL,California,WND,Wind,3981,megawatthours,15139
2021-01-25T11,CAL,California,SUN,Solar,-19,megawatthours,14058
2021-01-25T11,CAL,California,WND,Wind,2436,megawatthours,14058
2021-01-25T10,CAL,California,SUN,Solar,-18,megawatthours,13447
2021-01-25T10,CAL,California,WND,Wind,1706,megawatthours,13447
2021-01-25T09,CAL,California,SUN,Solar,-18,megawatthours,13675
2021-01-25T09,CAL,California,WND,Wind,2201,megawatthours,13675
2021-01-25T08,CAL,California,SUN,Solar,-18,megawatthours,14327
2021-01-25T08,CAL,California,WND,Wind,2122,megawatthours,14327
2021-01-25T07,CAL,California,SUN,Solar,-18,megawatthours,15244
2021-01-25T07,CAL,California,WND,Wind,2116,megawatthours,15244
2021-01-25T06,CAL,California,SUN,Solar,-18,megawatthours,16956
2021-01-25T06,CAL,California,WND,Wind,2132,megawatthours,16956
2021-01-25T05,CAL,California,SUN,Solar,-17,megawatthours,18059
2021-01-25T05,CAL,California,WND,Wind,2005,megawatthours,18059
2021-01-25T04,CAL,California,SUN,Solar,-18,megawatthours,19167
2021-01-25T04,CAL,California,WND,Wind,1908,megawatthours,19167
2021-01-25T03,CAL,California,SUN,Solar,-17,megawatthours,20018
2021-01-25T03,CAL,California,WND,Wind,1761,megawatthours,20018
2021-01-25T02,CAL,California,SUN,Solar,-21,megawatthours,20571
2021-01-25T02,CAL,California,WND,Wind,2369,megawatthours,20571
2021-01-25T01,CAL,California,SUN,Solar,203,megawatthours,18694
2021-01-25T01,CAL,California,WND,Wind,2827,megawatthours,18694
2021-01-25T00,CAL,California,SUN,Solar,2686,megawatthours,18355
2021-01-25T00,CAL,California,WND,Wind,3441,megawatthours,18355
2021-01-24T23,CAL,California,SUN,Solar,5512,megawatthours,18554
2021-01-24T23,CAL,California,WND,Wind,2871,megawatthours,18554
2021-01-24T22,CAL,California,SUN,Solar,6649,megawatthours,19220
2021-01-24T22,CAL,California,WND,Wind,2719,megawatthours,19220
2021-01-24T21,CAL,California,SUN,Solar,8776,megawatthours,20471
2021-01-24T21,CAL,California,WND,Wind,2412,megawatthours,20471
2021-01-24T20,CAL,California,SUN,Solar,9201,megawatthours,21207
2021-01-24T20,CAL,California,WND,Wind,2552,megawatthours,21207
2021-01-24T19,CAL,California,SUN,Solar,9728,megawatthours,21291
2021-01-24T19,CAL,California,WND,Wind,2632,megawatthours,21291
2021-01-24T18,CAL,California,SUN,Solar,9238,megawatthours,20774
2021-01-24T18,CAL,California,WND,Wind,2925,megawatthours,20774
2021-01-24T17,CAL,California,SUN,Solar,7615,megawatthours,19254
2021-01-24T17,CAL,California,WND,Wind,1950,megawatthours,19254
2021-01-24T16,CAL,California,SUN,Solar,4163,megawatthours,17840
2021-01-24T16,CAL,California,WND,Wind,2483,megawatthours,17840
2021-01-24T15,CAL,California,SUN,Solar,182,megawatthours,15321
2021-01-24T15,CAL,California,WND,Wind,2514,megawatthours,15321
2021-01-24T14,CAL,California,SUN,Solar,-23,megawatthours,14508
2021-01-24T14,CAL,California,WND,Wind,2294,megawatthours,14508
2021-01-24T13,CAL,California,SUN,Solar,-23,megawatthours,13856
2021-01-24T13,CAL,California,WND,Wind,2449,megawatthours,13856
2021-01-24T12,CAL,California,SUN,Solar,-22,megawatthours,13601
2021-01-24T12,CAL,California,WND,Wind,1906,megawatthours,13601
2021-01-24T11,CAL,California,SUN,Solar,-21,megawatthours,13948
2021-01-24T11,CAL,California,WND,Wind,2494,megawatthours,13948
2021-01-24T10,CAL,California,SUN,Solar,-21,megawatthours,13954
2021-01-24T10,CAL,California,WND,Wind,2783,megawatthours,13954
2021-01-24T09,CAL,California,SUN,Solar,-19,megawatthours,14216
2021-01-24T09,CAL,California,WND,Wind,2735,megawatthours,14216
2021-01-24T08,CAL,California,SUN,Solar,-19,megawatthours,14779
2021-01-24T08,CAL,California,WND,Wind,2648,megawatthours,14779
2021-01-24T07,CAL,California,SUN,Solar,-19,megawatthours,15472
2021-01-24T07,CAL,California,WND,Wind,2218,megawatthours,15472
2021-01-24T06,CAL,California,SUN,Solar,-19,megawatthours,16196
2021-01-24T06,CAL,California,WND,Wind,1711,megawatthours,16196
2021-01-24T05,CAL,California,SUN,Solar,-18,megawatthours,17384
2021-01-24T05,CAL,California,WND,Wind,1488,megawatthours,17384
2021-01-24T04,CAL,California,SUN,Solar,-18,megawatthours,18415
2021-01-24T04,CAL,California,WND,Wind,1846,megawatthours,18415
2021-01-24T03,CAL,California,SUN,Solar,-20,megawatthours,19531
2021-01-24T03,CAL,California,WND,Wind,1655,megawatthours,19531
2021-01-24T02,CAL,California,SUN,Solar,-22,megawatthours,19578
2021-01-24T02,CAL,California,WND,Wind,1688,megawatthours,19578
2021-01-24T01,CAL,California,SUN,Solar,128,megawatthours,17472
2021-01-24T01,CAL,California,WND,Wind,1371,megawatthours,17472
2021-01-24T00,CAL,California,SUN,Solar,1738,megawatthours,16325
2021-01-24T00,CAL,California,WND,Wind,1396,megawatthours,16325
2021-01-23T23,CAL,California,SUN,Solar,4133,megawatthours,16534
2021-01-23T23,CAL,California,WND,Wind,1094,megawatthours,16534
2021-01-23T22,CAL,California,SUN,Solar,5249,megawatthours,17296
2021-01-23T22,CAL,California,WND,Wind,1426,megawatthours,17296
2021-01-23T21,CAL,California,SUN,Solar,6480,megawatthours,17634
2021-01-23T21,CAL,California,WND,Wind,1009,megawatthours,17634
2021-01-23T20,CAL,California,SUN,Solar,7077,megawatthours,18269
2021-01-23T20,CAL,California,WND,Wind,973,megawatthours,18269
2021-01-23T19,CAL,California,SUN,Solar,6957,megawatthours,18133
2021-01-23T19,CAL,California,WND,Wind,1014,megawatthours,18133
2021-01-23T18,CAL,California,SUN,Solar,5658,megawatthours,17546
2021-01-23T18,CAL,California,WND,Wind,997,megawatthours,17546
2021-01-23T17,CAL,California,SUN,Solar,3942,megawatthours,16818
2021-01-23T17,CAL,California,WND,Wind,1093,megawatthours,16818
2021-01-23T16,CAL,California,SUN,Solar,2004,megawatthours,15959
2021-01-23T16,CAL,California,WND,Wind,1318,megawatthours,15959
2021-01-23T15,CAL,California,SUN,Solar,41,megawatthours,14428
2021-01-23T15,CAL,California,WND,Wind,1582,megawatthours,14428
2021-01-23T14,CAL,California,SUN,Solar,-22,megawatthours,13672
2021-01-23T14,CAL,California,WND,Wind,1512,megawatthours,13672
2021-01-23T13,CAL,California,SUN,Solar,-21,megawatthours,13099
2021-01-23T13,CAL,California,WND,Wind,1496,megawatthours,13099
2021-01-23T12,CAL,California,SUN,Solar,-21,megawatthours,12878
2021-01-23T12,CAL,California,WND,Wind,1278,megawatthours,12878
2021-01-23T11,CAL,California,SUN,Solar,-20,megawatthours,12985
2021-01-23T11,CAL,California,WND,Wind,1199,megawatthours,12985
2021-01-23T10,CAL,California,SUN,Solar,-19,megawatthours,13372
2021-01-23T10,CAL,California,WND,Wind,1609,megawatthours,13372
2021-01-23T09,CAL,California,SUN,Solar,-19,megawatthours,13629
2021-01-23T09,CAL,California,WND,Wind,1649,megawatthours,13629
2021-01-23T08,CAL,California,SUN,Solar,-18,megawatthours,14593
2021-01-23T08,CAL,California,WND,Wind,1765,megawatthours,14593
2021-01-23T07,CAL,California,SUN,Solar,-18,megawatthours,16091
2021-01-23T07,CAL,California,WND,Wind,1699,megawatthours,16091
2021-01-23T06,CAL,California,SUN,Solar,-18,megawatthours,17683
2021-01-23T06,CAL,California,WND,Wind,1988,megawatthours,17683
2021-01-23T05,CAL,California,SUN,Solar,-18,megawatthours,18374
2021-01-23T05,CAL,California,WND,Wind,2022,megawatthours,18374
2021-01-23T04,CAL,California,SUN,Solar,-18,megawatthours,19227
2021-01-23T04,CAL,California,WND,Wind,2213,megawatthours,19227
2021-01-23T03,CAL,California,SUN,Solar,-18,megawatthours,20398
2021-01-23T03,CAL,California,WND,Wind,2482,megawatthours,20398
2021-01-23T02,CAL,California,SUN,Solar,-20,megawatthours,21306
2021-01-23T02,CAL,California,WND,Wind,2400,megawatthours,21306
2021-01-23T01,CAL,California,SUN,Solar,270,megawatthours,19207
2021-01-23T01,CAL,California,WND,Wind,2125,megawatthours,19207
2021-01-23T00,CAL,California,SUN,Solar,2678,megawatthours,18538
2021-01-23T00,CAL,California,WND,Wind,1721,megawatthours,18538
2021-01-22T23,CAL,California,SUN,Solar,5661,megawatthours,19862
2021-01-22T23,CAL,California,WND,Wind,1638,megawatthours,19862
2021-01-22T22,CAL,California,SUN,Solar,7895,megawatthours,21474
2021-01-22T22,CAL,California,WND,Wind,1877,megawatthours,21474
2021-01-22T21,CAL,California,SUN,Solar,7028,megawatthours,21243
2021-01-22T21,CAL,California,WND,Wind,2300,megawatthours,21243
2021-01-22T20,CAL,California,SUN,Solar,7088,megawatthours,20727
2021-01-22T20,CAL,California,WND,Wind,2172,megawatthours,20727
2021-01-22T19,CAL,California,SUN,Solar,7449,megawatthours,20987
2021-01-22T19,CAL,California,WND,Wind,1943,megawatthours,20987
2021-01-22T18,CAL,California,SUN,Solar,6650,megawatthours,20597
2021-01-22T18,CAL,California,WND,Wind,1651,megawatthours,20597
2021-01-22T17,CAL,California,SUN,Solar,3633,megawatthours,19938
2021-01-22T17,CAL,California,WND,Wind,1677,megawatthours,19938
2021-01-22T16,CAL,California,SUN,Solar,1487,megawatthours,18394
2021-01-22T16,CAL,California,WND,Wind,1586,megawatthours,18394
2021-01-22T15,CAL,California,SUN,Solar,127,megawatthours,17601
2021-01-22T15,CAL,California,WND,Wind,1690,megawatthours,17601
2021-01-22T14,CAL,California,SUN,Solar,-22,megawatthours,16129
2021-01-22T14,CAL,California,WND,Wind,2071,megawatthours,16129
2021-01-22T13,CAL,California,SUN,Solar,-22,megawatthours,14558
2021-01-22T13,CAL,California,WND,Wind,1844,megawatthours,14558
2021-01-22T12,CAL,California,SUN,Solar,-21,megawatthours,13679
2021-01-22T12,CAL,California,WND,Wind,1380,megawatthours,13679
2021-01-22T11,CAL,California,SUN,Solar,-19,megawatthours,13515
2021-01-22T11,CAL,California,WND,Wind,1262,megawatthours,13515
2021-01-22T10,CAL,California,SUN,Solar,-19,megawatthours,13426
2021-01-22T10,CAL,California,WND,Wind,1155,megawatthours,13426
2021-01-22T09,CAL,California,SUN,Solar,-19,megawatthours,13971
2021-01-22T09,CAL,California,WND,Wind,1466,megawatthours,13971
2021-01-22T08,CAL,California,SUN,Solar,-17,megawatthours,14199
2021-01-22T08,CAL,California,WND,Wind,1597,megawatthours,14199
2021-01-22T07,CAL,California,SUN,Solar,-15,megawatthours,15342
2021-01-22T07,CAL,California,WND,Wind,1912,megawatthours,15342
2021-01-22T06,CAL,California,SUN,Solar,-15,megawatthours,17211
2021-01-22T06,CAL,California,WND,Wind,2333,megawatthours,17211
2021-01-22T05,CAL,California,SUN,Solar,-14,megawatthours,18165
2021-01-22T05,CAL,California,WND,Wind,1833,megawatthours,18165
2021-01-22T04,CAL,California,SUN,Solar,-14,megawatthours,19414
2021-01-22T04,CAL,California,WND,Wind,1450,megawatthours,19414
2021-01-22T03,CAL,California,SUN,Solar,-15,megawatthours,20449
2021-01-22T03,CAL,California,WND,Wind,1430,megawatthours,20449
2021-01-22T02,CAL,California,SUN,Solar,-18,megawatthours,21038
2021-01-22T02,CAL,California,WND,Wind,1525,megawatthours,21038
2021-01-22T01,CAL,California,SUN,Solar,236,megawatthours,18504
2021-01-22T01,CAL,California,WND,Wind,1476,megawatthours,18504
2021-01-22T00,CAL,California,SUN,Solar,4587,megawatthours,18743
2021-01-22T00,CAL,California,WND,Wind,1701,megawatthours,18743
2021-01-21T23,CAL,California,SUN,Solar,9274,megawatthours,21256
2021-01-21T23,CAL,California,WND,Wind,1328,megawatthours,21256
2021-01-21T22,CAL,California,SUN,Solar,10229,megawatthours,21221
2021-01-21T22,CAL,California,WND,Wind,842,megawatthours,21221
2021-01-21T21,CAL,California,SUN,Solar,9973,megawatthours,20280
2021-01-21T21,CAL,California,WND,Wind,449,megawatthours,20280
2021-01-21T20,CAL,California,SUN,Solar,10021,megawatthours,20406
2021-01-21T20,CAL,California,WND,Wind,304,megawatthours,20406
2021-01-21T19,CAL,California,SUN,Solar,10234,megawatthours,20357
2021-01-21T19,CAL,California,WND,Wind,179,megawatthours,20357
2021-01-21T18,CAL,California,SUN,Solar,10096,megawatthours,20705
2021-01-21T18,CAL,California,WND,Wind,164,megawatthours,20705
2021-01-21T17,CAL,California,SUN,Solar,9040,megawatthours,21438
2021-01-21T17,CAL,California,WND,Wind,144,megawatthours,21438
2021-01-21T16,CAL,California,SUN,Solar,4245,megawatthours,19701
2021-01-21T16,CAL,California,WND,Wind,185,megawatthours,19701
2021-01-21T15,CAL,California,SUN,Solar,96,megawatthours,17640
2021-01-21T15,CAL,California,WND,Wind,456,megawatthours,17640
2021-01-21T14,CAL,California,SUN,Solar,-21,megawatthours,15891
2021-01-21T14,CAL,California,WND,Wind,455,megawatthours,15891
2021-01-21T13,CAL,California,SUN,Solar,-21,megawatthours,14143
2021-01-21T13,CAL,California,WND,Wind,495,megawatthours,14143
2021-01-21T12,CAL,California,SUN,Solar,-20,megawatthours,13423
2021-01-21T12,CAL,California,WND,Wind,449,megawatthours,13423
2021-01-21T11,CAL,California,SUN,Solar,-20,megawatthours,13304
2021-01-21T11,CAL,California,WND,Wind,501,megawatthours,13304
2021-01-21T10,CAL,California,SUN,Solar,-18,megawatthours,13147
2021-01-21T10,CAL,California,WND,Wind,457,megawatthours,13147
2021-01-21T09,CAL,California,SUN,Solar,-16,megawatthours,13400
2021-01-21T09,CAL,California,WND,Wind,367,megawatthours,13400
2021-01-21T08,CAL,California,SUN,Solar,-15,megawatthours,13752
2021-01-21T08,CAL,California,WND,Wind,459,megawatthours,13752
2021-01-21T07,CAL,California,SUN,Solar,-14,megawatthours,14773
2021-01-21T07,CAL,California,WND,Wind,426,megawatthours,14773
2021-01-21T06,CAL,California,SUN,Solar,-14,megawatthours,16296
2021-01-21T06,CAL,California,WND,Wind,558,megawatthours,16296
2021-01-21T05,CAL,California,SUN,Solar,-14,megawatthours,17588
2021-01-21T05,CAL,California,WND,Wind,584,megawatthours,17588
2021-01-21T04,CAL,California,SUN,Solar,-14,megawatthours,18686
2021-01-21T04,CAL,California,WND,Wind,593,megawatthours,18686
2021-01-21T03,CAL,California,SUN,Solar,-14,megawatthours,20083
2021-01-21T03,CAL,California,WND,Wind,607,megawatthours,20083
2021-01-21T02,CAL,California,SUN,Solar,-17,megawatthours,20558
2021-01-21T02,CAL,California,WND,Wind,674,megawatthours,20558
2021-01-21T01,CAL,California,SUN,Solar,144,megawatthours,18340
2021-01-21T01,CAL,California,WND,Wind,907,megawatthours,18340
2021-01-21T00,CAL,California,SUN,Solar,3436,megawatthours,18066
2021-01-21T00,CAL,California,WND,Wind,1412,megawatthours,18066
2021-01-20T23,CAL,California,SUN,Solar,7330,megawatthours,20362
2021-01-20T23,CAL,California,WND,Wind,1414,megawatthours,20362
2021-01-20T22,CAL,California,SUN,Solar,7636,megawatthours,19896
2021-01-20T22,CAL,California,WND,Wind,1556,megawatthours,19896
2021-01-20T21,CAL,California,SUN,Solar,7149,megawatthours,19104
2021-01-20T21,CAL,California,WND,Wind,1579,megawatthours,19104
2021-01-20T20,CAL,California,SUN,Solar,6814,megawatthours,19327
2021-01-20T20,CAL,California,WND,Wind,1624,megawatthours,19327
2021-01-20T19,CAL,California,SUN,Solar,5633,megawatthours,18324
2021-01-20T19,CAL,California,WND,Wind,1235,megawatthours,18324
2021-01-20T18,CAL,California,SUN,Solar,4829,megawatthours,17942
2021-01-20T18,CAL,California,WND,Wind,1160,megawatthours,17942
2021-01-20T17,CAL,California,SUN,Solar,4440,megawatthours,18222
2021-01-20T17,CAL,California,WND,Wind,1216,megawatthours,18222
2021-01-20T16,CAL,California,SUN,Solar,1810,megawatthours,17417
2021-01-20T16,CAL,California,WND,Wind,1315,megawatthours,17417
2021-01-20T15,CAL,California,SUN,Solar,5,megawatthours,16071
2021-01-20T15,CAL,California,WND,Wind,1565,megawatthours,16071
2021-01-20T14,CAL,California,SUN,Solar,-21,megawatthours,14823
2021-01-20T14,CAL,California,WND,Wind,1507,megawatthours,14823
2021-01-20T13,CAL,California,SUN,Solar,-22,megawatthours,13128
2021-01-20T13,CAL,California,WND,Wind,1661,megawatthours,13128
2021-01-20T12,CAL,California,SUN,Solar,-22,megawatthours,12515
2021-01-20T12,CAL,California,WND,Wind,1619,megawatthours,12515
2021-01-20T11,CAL,California,SUN,Solar,-21,megawatthours,12480
2021-01-20T11,CAL,California,WND,Wind,1537,megawatthours,12480
2021-01-20T10,CAL,California,SUN,Solar,-19,megawatthours,12879
2021-01-20T10,CAL,California,WND,Wind,2079,megawatthours,12879
2021-01-20T09,CAL,California,SUN,Solar,-19,megawatthours,13090
2021-01-20T09,CAL,California,WND,Wind,2220,megawatthours,13090
2021-01-20T08,CAL,California,SUN,Solar,-19,megawatthours,13673
2021-01-20T08,CAL,California,WND,Wind,2453,megawatthours,13673
2021-01-20T07,CAL,California,SUN,Solar,-19,megawatthours,14239
2021-01-20T07,CAL,California,WND,Wind,2090,megawatthours,14239
2021-01-20T06,CAL,California,SUN,Solar,-19,megawatthours,16012
2021-01-20T06,CAL,California,WND,Wind,2493,megawatthours,16012
2021-01-20T05,CAL,California,SUN,Solar,-19,megawatthours,17596
2021-01-20T05,CAL,California,WND,Wind,2824,megawatthours,17596
2021-01-20T04,CAL,California,SUN,Solar,-19,megawatthours,18934
2021-01-20T04,CAL,California,WND,Wind,3234,megawatthours,18934
2021-01-20T03,CAL,California,SUN,Solar,-19,megawatthours,19870
2021-01-20T03,CAL,California,WND,Wind,3707,megawatthours,19870
2021-01-20T02,CAL,California,SUN,Solar,-22,megawatthours,20400
2021-01-20T02,CAL,California,WND,Wind,3892,megawatthours,20400
2021-01-20T01,CAL,California,SUN,Solar,161,megawatthours,18553
2021-01-20T01,CAL,California,WND,Wind,3655,megawatthours,18553
